,Gene,PCA_feat
243,326,"[-0.30196905851870365, 0.0311529047316681, -0.5380364338250198, -0.020635759342543778, -0.22086180637057548]"
244,327,"[0.8126644434903779, -0.5367668728776623, -0.17318639493535176, 0.5775944092937055, -0.08803000937204881]"
245,328,"[-0.2903963028262877, 0.04358168458413601, -0.6027162306161121, -0.023631433449491868, -0.2037090333711375]"
246,329,"[0.7318525399297721, 0.19370504329659272, -0.22050815210378832, -0.32294367169833926, -0.07577277508854702]"
247,330,"[0.6520005037246209, -0.1213860125594516, -0.35822331357194626, -0.40726128474991485, -0.10137843211797166]"
248,331,"[0.8764899078149895, 0.659784676059917, -0.21966160534489582, -0.2166218855637478, -0.01837533243295355]"
249,332,"[0.6413991432291751, -0.1378990015282242, -0.3320740284012386, -0.4085492720005983, -0.07995676068046273]"
250,333,"[0.5532797302490525, -0.18302372219724566, 0.14715369255045316, -0.3747862551469788, 0.013171105110375197]"
251,334,"[0.6561584856788507, 0.08791677504659329, 0.03385233286558369, -0.32350018378086715, 0.007904658729258234]"
252,335,"[-0.2803101900982777, 0.05417009215830424, -0.6484478003008719, -0.025407363828425313, -0.20835734818432158]"
253,336,"[0.6555270595602791, -0.1912656592797896, -0.2632622200981685, -0.5067273351809484, -0.17106468131474836]"
254,337,"[-0.3542118054412657, -0.019397404337650876, -0.33753878872957355, -0.013448148987899781, -0.1157637391799188]"
255,338,"[-0.29798878231685777, 0.036648247903516, -0.5803961523920897, -0.023059312616810566, -0.17483539203954523]"
256,339,"[0.7739069889531974, -0.5723444042404238, -0.05619983777301357, 0.5807262865113714, 0.053282225988885594]"
257,341,"[-0.2998358182669627, 0.1764280595035135, -0.2887523318304768, 0.03561941163273536, -0.09551904119318654]"
258,342,"[-0.4617044587170961, -0.12830152720981688, 0.15543318456974847, 0.0069092997575664365, -0.06003527906485565]"
259,343,"[0.5598290551591878, -0.2388776796438018, -0.18166428133153392, -0.33845252616524507, -0.12281547931977878]"
260,344,"[-0.2551311507322115, 0.3410510493107977, -0.22979522462265917, 0.07842818292679973, -0.09715400125338362]"
261,345,"[-0.3164308099628502, 0.023960080153051018, -0.4736246186078161, -0.01623957665187954, -0.17981316219376756]"
262,346,"[-0.4043428255892247, -0.07068077386418031, -0.0995256916619587, -0.0033930525173711495, -0.10595602905038567]"
263,347,"[-0.35420315157874716, -0.019085289753908306, -0.3360710900271816, -0.01324914206293221, -0.11717638661063585]"
264,348,"[-0.2582056645486328, 0.07823153207043262, -0.7613729748298652, -0.03015840012712354, -0.19286125588785022]"
265,350,"[-0.3130549111364235, 0.019489870840294184, -0.48007689237944406, -0.018043083194671444, -0.22931449960645298]"
266,351,"[0.6676124370703979, -0.11763306668246519, -0.461002832001494, -0.4157794817479893, -0.10378839534857628]"
267,353,"[-0.2881850863364875, 0.04663447978479733, -0.6262494513688357, -0.024977895393982808, -0.17813882045720864]"
268,354,"[0.8908535328042492, -0.4575801655141197, -0.5312847456369607, 0.5628202496023974, -0.12953168214757796]"
269,355,"[-0.06563261081275015, 0.7987099562890272, -0.5274444888093499, 0.15532642976935754, -0.1189386554744679]"
270,356,"[0.6854900248824718, 0.00036598673691645093, -0.511787646437484, -0.33148080654643586, -0.1698378477825286]"
271,357,"[-0.4027218884263806, -0.06680555742646868, -0.10826834651393862, -0.0032657876616455847, -0.0954633435961693]"
272,358,"[0.6267315266759976, -0.17193131879482526, -0.4792017244219873, -0.3505458529246113, -0.1771198481706547]"
273,359,"[0.5953884735132079, -0.20436933013789568, -0.32415259911121763, -0.34382610417863013, -0.1834158256230826]"
274,360,"[0.631156934537635, -0.08037939183498982, -0.3171276104529973, -0.3148323369496721, -0.14578878637378537]"
275,361,"[0.6280004807736472, -0.16890322579408446, -0.48607517799630023, -0.35045005373503485, -0.16887726220536017]"
276,362,"[0.6105572583870487, -0.15377590041729688, -0.33150682397753206, -0.3328836463491385, -0.15743734106018098]"
277,363,"[0.5522037802011605, -0.237220574822976, -0.114119702124538, -0.3319833937985681, -0.13784207845238544]"
278,364,"[0.5258739686656361, -0.2716718455523913, -0.056828096796603896, -0.3342264828199487, -0.04468022985184188]"
279,366,"[0.664695310027086, 0.021471003072016725, -0.306467225194542, -0.2908159064903646, -0.1759890675059056]"
280,367,"[0.847487950935664, 0.7315002571336843, -0.3177467287693055, -0.07917393089886608, 0.023887481255284223]"
281,368,"[0.6230264787869897, -0.25034367859408874, -0.2239983529702018, -0.5161746761939592, -0.06808600462419968]"
282,369,"[0.8452840748097674, 0.6678875382502317, -0.023771771560650638, -0.18689687444844136, -0.07335851762738539]"
283,372,"[0.8231054408513852, 0.6006679736646593, 0.24478291639461894, -0.2795139857597461, 0.028788464312438058]"
284,373,"[-0.4185631721827298, -0.08290306261263965, -0.06555022919740923, -0.002793443848542709, -0.03508975975404445]"
285,374,"[0.7004826141722158, 0.12691084284950743, -0.35614874831861065, -0.28831615722879134, -0.11913676596012958]"
286,375,"[-0.12374539351787364, 0.796230730335213, -0.12843688273863327, 0.19121558246221718, -0.09216796887445133]"
287,377,"[-0.31650039576032846, 0.24701876262976208, -0.013694530114395236, 0.07679296230507361, -0.0800580341520912]"
288,378,"[-0.18044297003972928, 0.7801758991362059, 0.17683581813445123, 0.2158447063743204, 0.02568901747030858]"
289,379,"[-0.4709094483783107, -0.11289742887331917, 0.24360959812502245, 0.018543671725213103, -0.03550276301089765]"
290,381,"[-0.24849178023594778, 0.6983668388617095, 0.49651336834496046, 0.22623474034367808, -0.004433633492996287]"
291,382,"[-0.17813353197595697, 0.6220547884087121, -0.1414312105126424, 0.15043409344772798, -0.0871863845784011]"
292,383,"[0.880741105689782, -0.46770155389478557, -0.482657502119375, 0.5649547536186345, -0.12772433524139418]"
293,384,"[0.8508879412722518, -0.4982759700703156, -0.34244508882129504, 0.5708058611972711, -0.1193580413225557]"
294,387,"[0.7942876887498496, 0.37126112370384595, -0.2543723512119305, -0.2856861424963661, -0.08684318430142983]"
295,388,"[0.5840180592225648, -0.1512257446373552, -0.0024713916784336724, -0.38117533453700364, 0.015033139942266818]"
296,389,"[0.7224280953040993, 0.40985587659290174, 0.21432596095368345, -0.23322892004668683, 0.158182165662183]"
297,390,"[0.7873885569245351, 0.6032551911774549, 0.21779702342457793, -0.18909978665755595, 0.11404091887294063]"
298,391,"[0.5978617774622832, 0.060412579550909604, 0.3830209832433375, -0.297890617734663, 0.022828302896941453]"
299,392,"[-0.16545622555300005, 0.6687258487041106, -0.12477752025301138, 0.1625652103310163, -0.08758668696061397]"
300,393,"[0.8087995711288141, 0.6277050696172727, 0.19617121887668923, -0.18604642347327663, -0.019821519791043102]"
301,394,"[-0.19602825338190624, 0.7910429132186833, 0.27616315441621336, 0.22763481426531557, 0.09301099081217512]"
302,395,"[0.7341308983555105, 0.5849820432120489, 0.38300652271062324, -0.10875359756189355, 0.1093787232870213]"
303,396,"[0.5938679282211333, -0.19996113478423505, -0.11946766676231402, -0.40338915785289303, -0.10223227307668149]"
304,397,"[0.6028257122178291, -0.21471104117270362, -0.1998401927038323, -0.4141955320163905, -0.1346402697633144]"
305,398,"[0.6945740387515076, 0.47866391702036054, 0.6005323046693662, -0.182578217620959, 0.11347812826404612]"
306,399,"[0.5978454006901056, -0.12125483720468722, -0.0141399058540012, -0.37555385842065364, -0.01800187435218619]"
307,400,"[-0.4693224136233249, -0.07579837671142715, 0.3291674425272007, 0.03469733942924579, -0.05497552151769814]"
308,401,"[-0.28696776163552484, 0.3679755054069105, 0.00972230079761724, 0.10674222208764175, -0.004544780364924889]"
309,402,"[-0.4231197628884151, -0.0738445214207713, -0.016243133099551717, 0.003790729988440019, -0.027038979043690424]"
310,403,"[-0.3472791690278197, -0.012594564811432504, -0.3487811934450493, -0.01308739463249426, -0.15620050990133597]"
311,405,"[0.8678611580674463, 0.7330485047546098, -0.017760531580696525, -0.17097587630458708, -0.009254701846860402]"
312,406,"[0.9117906232489379, 0.7749104544810101, -0.1922150273607131, -0.1776695192591622, -0.0899853757554118]"
313,407,"[0.6796050795510187, -0.06907510399976549, -0.4223454340264025, -0.4013040609682447, -0.1263789202041399]"
314,408,"[0.8944179293548331, 0.7230694589268685, -0.13330219591728565, -0.1948488744232509, -0.139806958131631]"
315,409,"[0.7580304876679006, 0.2705684861984418, -0.21057566723034354, -0.30470462983428287, -0.11283426442127113]"
316,410,"[0.898444855379339, -0.4506508982477322, -0.5536058773820931, 0.5622470827636662, -0.15840573914884815]"
317,411,"[-0.3311014035492429, 0.001765856516614293, -0.4065209921922428, -0.015262932164147449, -0.20158775355752412]"
318,412,"[1.086088380601573, 0.2660297951217854, -0.32850817156968115, 0.7463144951057721, -0.022090318428746702]"
319,413,"[-0.46074582096543926, -0.13052716905236245, 0.20371259351764923, 0.010376390921049491, -0.16561962821899961]"
320,414,"[0.8694230790988017, -0.4790718506600674, -0.41701583242928597, 0.5682763281802521, -0.14549346463254148]"
321,415,"[0.976610295068713, 0.01083810570614853, -0.09271470230709378, 0.7094989063080572, -0.08386485557735396]"
322,416,"[0.820762306812126, -0.5291357880725112, -0.20088552881255167, 0.5767144922048824, -0.11105904393182951]"
323,417,"[-0.40162615140622326, -0.06693006434722408, -0.1284379008069387, -0.005047243936873608, -0.07454118282666196]"
324,419,"[-0.45057400400257464, -0.11648351427052284, 0.09545997940416374, 0.004182865889155113, -0.04799656937210282]"
325,420,"[-0.4639025128564074, -0.13046410590200178, 0.1833578460696211, 0.008841210257869199, -0.08984803292558316]"
326,421,"[0.6025751704590322, -0.19934404469520953, -0.3366195578393603, -0.35372864830168704, -0.1450229328999233]"
327,424,"[-0.4476045915972681, -0.11238381380626512, 0.06385828460084658, 0.002374818209035362, -0.013659403124872686]"
328,425,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
329,427,"[0.8695838014328143, -0.4797567934916104, -0.4234386560541829, 0.5675613205771314, -0.1390648133972574]"
330,429,"[0.78944225728612, 0.44720352621919046, -0.10595898847529905, -0.2440756328488301, -0.021148729490254255]"
331,430,"[0.6416848923790196, 0.0838128372957551, 0.09372717264986702, -0.3083531286089857, 0.02601880790551941]"
332,431,"[-0.4598722680840338, -0.12577192479569754, 0.13593426649961735, 0.00579369586983373, -0.0388485169123091]"
333,432,"[0.4552573986736955, -0.3404048074137146, 0.21018944824564542, -0.31533520388957625, 0.035428887787842034]"
334,433,"[0.46615862423156323, -0.30742140485719466, -0.20131191554688493, -0.3424400425195009, 0.7509754338606367]"
335,434,"[0.593728115162163, -0.20137833386172269, -0.3159288634020471, -0.359526450236059, -0.1692941281436259]"
336,435,"[0.8493260429237479, -0.500533781792906, -0.3263495802873411, 0.5716878887012952, -0.13690829808542285]"
337,438,"[-0.40917398073277705, -0.07370834875021857, -0.10813144253151272, -0.004608837365552263, -0.042081507768062104]"
338,439,"[0.9156215137746779, 0.1809285638226008, 0.6307862830791977, 0.8148725200502392, 0.11056981097669451]"
339,440,"[0.8410855891870613, -0.5082631213808159, -0.29864484574953176, 0.5725515750643818, -0.11248413874392889]"
340,443,"[-0.3209234036473401, 0.01240448991599664, -0.453628704967852, -0.017146966948239056, -0.20478729741935064]"
341,444,"[-0.34807385668417656, -0.014475300065318723, -0.3443954954466382, -0.013136758997240226, -0.16144118267921082]"
342,445,"[0.8537485722013994, -0.49442784434249243, -0.3734159341009632, 0.5689950518786084, -0.08576783765851195]"
343,460,"[-0.16946150235561303, 0.8176451209458709, 0.1758872273254398, 0.22433954917507473, 0.040252738538208245]"
344,462,"[0.8847579957240695, 0.7196974424581462, -0.13458898041113826, -0.19528797589418168, -0.029076741505106397]"
345,463,"[-0.22856005259366424, 0.39609872002833074, -0.2612826405578771, 0.08784820649431094, -0.15508821272269238]"
346,465,"[-0.3268388833195172, 0.00400829578400295, -0.39186387483642726, -0.013700947144025668, -0.27203748552013507]"
347,466,"[-0.19572986075903423, 0.5525993518128636, -0.1888410349121183, 0.13041423542661193, -0.06306982379224134]"
348,467,"[0.6860910934962184, -0.04073677053379081, -0.4094221734463868, -0.3832614879592002, -0.1597512018695521]"
349,468,"[-0.30559479583244753, 0.038509469884749424, -0.514158403726026, -0.016651257966411353, -0.18699295773632646]"
350,470,"[-0.31229676328826017, 0.020536602873721457, -0.48814541020156765, -0.018504712389595696, -0.2205475635433305]"
351,471,"[0.8504000854939269, -0.4990509121860436, -0.3377799807308788, 0.5710339138143515, -0.1244884720731458]"
352,472,"[0.6675806028635569, -0.13540958528349423, -0.5643189088984695, -0.41909741567420994, -0.1343640393285211]"
353,473,"[-0.04422365348838933, 0.9403161997727723, -0.32891038810760154, 0.20544171827792843, -0.1633970672058437]"
354,474,"[0.8031911948342427, -0.532723849198286, -0.13926754082201712, 0.5819124802331869, -0.011210878976053787]"
355,475,"[-0.22802571507498687, 0.4885786654844933, -0.10198429253496798, 0.12375234911487294, -0.06594637003209429]"
356,476,"[0.9016909622462433, 0.6768670739527343, -0.0589788042157634, -0.29046904122146955, -0.12487045832632838]"
357,477,"[0.6113541536291993, -0.2627156697862075, -0.15927377938219692, -0.5131563361307605, -0.08382819578861507]"
358,478,"[0.8651261911711765, 0.6444102472467051, 0.03313328490182227, -0.2887788749113771, 0.04486744415969366]"
359,479,"[0.644748307160911, -0.23109451000696296, -0.27818703147529933, -0.51714190575739, -0.1699822449710564]"
360,480,"[0.526160214283925, -0.34812268710236, 0.21438067092540813, -0.49823467351277806, -0.0061629680819788]"
361,481,"[0.8231307919006076, 0.6000570192547886, 0.24115645619779996, -0.2799690217214732, 0.03233696444489909]"
362,482,"[0.5590501013398894, -0.2653245326676499, 0.1375913382417032, -0.48617993251005925, 0.04764127748208226]"
363,483,"[0.5294646269302992, -0.2757750099350803, 0.29865806846720766, -0.47368446750874665, 0.09764619973381933]"
364,486,"[0.5723955519021985, -0.22782549025929544, 0.17160372238252702, -0.4748592057075906, -0.02871685543006663]"
365,487,"[0.5659807628700535, -0.307528213318347, 0.027598661119159856, -0.5060646492780558, -0.018512356609441893]"
366,488,"[0.9061020914575264, 0.6826509997598379, -0.10751535750541123, -0.2933633679040416, -0.07231833715587853]"
367,489,"[0.6021369307528529, -0.27199294233430954, -0.12018551203432785, -0.5116634167590259, -0.07323526923979046]"
368,490,"[0.8334852617837978, 0.6114663345556183, 0.19288507157971496, -0.28177199671434233, 0.03206293768070147]"
369,491,"[0.8820018144088959, 0.6568751339038178, 0.03205888298924333, -0.2866886951873486, -0.11613874104418546]"
370,492,"[0.8755166279655127, 0.6512577088315565, 0.03946474169056284, -0.2871057530198631, -0.0698475790934682]"
371,493,"[0.5998619212756215, -0.2742923973635843, -0.09160101919747451, -0.5097054928192983, -0.10378355082881723]"
372,495,"[0.6447483071632583, -0.23109450999850398, -0.2781870314731619, -0.5171419057552681, -0.1699822449702131]"
373,496,"[0.5290148834569113, -0.34415558354136994, 0.18413430581692333, -0.49995528171599285, 0.02671721523072883]"
374,498,"[0.8853389008352799, 0.661176189330231, -0.005047270052396716, -0.2889290471771115, -0.07600644596315909]"
375,501,"[0.859887886537426, -0.4895008186525165, -0.3802713972818645, 0.5693076765349409, -0.13144479051715938]"
376,506,"[0.8622485719811942, 0.6238700299707138, 0.056616473781611235, -0.29166511106453963, -0.04301312307304244]"
377,509,"[0.488938818523364, -0.3846876700538677, 0.3757929988021418, -0.4916871874692446, 0.03401965054600362]"
378,513,"[0.6009988199339587, -0.22526915874013065, -0.012984616477030461, -0.49120604791300604, -0.05713044722871686]"
379,514,"[0.5839756746064477, -0.28493340705049097, -0.019727481589805182, -0.5054501479241779, -0.07174125553681306]"
380,516,"[-0.3173570469796222, 0.29433550974495765, 0.0915729434325775, 0.09721803418899647, -0.06172845112040638]"
381,517,"[-0.45196207380252845, -0.11839579118498453, 0.11025396306222958, 0.0050308749304272225, -0.0640686143598013]"
382,521,"[0.48724747454835476, -0.332513124242528, 0.5211752874568806, -0.466663674292213, 0.012408148451571108]"
383,522,"[0.5893013948643491, -0.2826575707739323, -0.025864009118032893, -0.505681938256759, -0.11912628236558596]"
384,523,"[0.8298555406547811, 0.5222143710452184, 0.02656161706783412, -0.31732255498007783, 0.0074192638997591445]"
385,525,"[0.5491346700643659, -0.3235949060757914, 0.08837940703853463, -0.5040154121814729, 0.02309537112536217]"
