,Drug,ECFP_PCA
3901,DB07116,"[-0.9169250931341358, 1.5916010350922676, -0.3808596793814603, 0.32977507748156415, -0.25028896332417905]"
3902,DB07760,"[0.41500616643817884, -0.3731706868450811, -0.037646565067401216, 0.08281059520548954, 0.23675124803002756]"
3903,DB00779,"[0.14201808717639838, -0.15700265632662594, -0.18700317429951888, -0.09940550113937432, 0.11421544953190882]"
3904,DB01763,"[-2.146881245046211, 3.2865231802548274, -1.1445534980085217, 3.4679130924199955, -1.3247185310228382]"
3906,DB09034,"[0.5832431934814867, 1.2277853304901298, -0.7152717988925548, -0.6261107630557327, 0.2299942538849102]"
3909,DB02452,"[-1.9691339589070953, 2.1912445577515656, -0.5030933563572777, 0.5521186621110974, -0.4620560476631779]"
3910,DB01692,"[-1.477245065858764, -1.505550008013, 0.01501040075417295, 0.009777168543463523, -0.389601407930573]"
3911,DB04099,"[-1.8650934927667844, 2.849712787313897, -0.5646959996301224, 3.66041278626274, -1.3412163780039437]"
3913,DB03645,"[-1.3997581558094778, -0.9890556347789462, 0.5057817413877723, 0.39276139698569457, 0.030002121294487826]"
3914,DB08675,"[-1.2187482486472492, -0.4907639891159583, 1.2084741836272217, -0.43471438493951325, 0.3058270035721422]"
3917,DB00151,"[-1.4766551575808458, -1.5147964043726785, 1.037216296476872, 0.6173913771104951, -0.6334028034367878]"
3918,DB04853,"[-1.7575881676905067, 2.4165126462057156, -0.5700157587142042, 1.7705453919849496, -1.4841479632663725]"
3919,DB05009,"[-1.2522199602052113, 2.722013995391019, 0.007976967757077137, 1.5018208331664795, 0.1079155636921331]"
3921,DB08770,"[0.4986791170487685, 0.10970649178116473, -0.684835895170006, 0.9694150294530268, -0.6358164130004211]"
3922,DB06213,"[-1.8615735046440254, 2.0590158242313183, -0.542966295267332, 2.4388376351960264, -0.452658124806764]"
3924,DB06963,"[1.4206939228273505, -0.020975481177868058, 0.6096914626723156, 1.1972361329829748, -0.11248526945433718]"
3925,DB07789,"[0.0453740841786971, 0.10946918792533994, -0.38544385589705155, 0.9292776571289084, 1.115548307839606]"
3926,DB06897,"[1.1287346940616478, -0.3257794738280137, -0.36030909651065973, 0.7809978598949938, 0.03867319914581223]"
3927,DB00147,"[-0.6222904248776364, -0.723327961018602, -0.6088501017314829, 0.0897937833236079, 0.3385236196366865]"
3928,DB04770,"[0.7244575020185434, 0.011108133959093254, 0.13087123256999866, 1.211599375739429, -0.3450214198946932]"
3929,DB04776,"[0.8438218003199309, -0.08568092161927057, 0.09398973742135636, 1.131473789549687, -0.6860739425641527]"
3930,DB05045,"[1.353095127464968, 1.7115057202791373, 3.60079035176614, -0.08821729570933921, -0.34235924747860963]"
3931,DB07364,"[0.01638505200554882, -0.5925984793712423, -0.8481935405768171, 0.4712522952491793, 0.36938091980548743]"
3932,DB00168,"[0.8996290437538483, -0.7875995767552498, 1.9775730073555196, 0.7859214120020579, -0.19520774791957163]"
3934,DB07173,"[-1.4837483172428374, 1.2026506549099825, -1.2434953296740157, 1.2916146364159358, -0.7394783499175596]"
3935,DB07280,"[-0.04105927783364318, 0.6089676329811863, -1.399270150027149, 0.2364675363521565, -0.47525150971832525]"
3936,DB07393,"[0.739092783926955, -0.5537349782950962, -1.165986556187269, -0.1986059014592147, -1.1281524748579241]"
3937,DB03867,"[0.051817240089580954, -1.2217897508498723, 1.0598828063732357, 0.7348212717578615, -0.22965934637608199]"
3938,DB02895,"[-1.5565792363250666, -1.2452938253840815, -0.3053204620428809, -0.3910729469679736, -0.3327424645087642]"
3939,DB02153,"[-1.3522526350791018, -1.586059485731711, 1.0552887424834034, 0.42763591428962283, -0.5671081570021858]"
3940,DB03310,"[-0.6821765489145533, -1.2638683843621348, 2.3175624690715138, 1.1947785407741776, -0.28282781867026763]"
3941,DB07714,"[0.40466191567230786, -0.9954656558223078, 0.7303361747641304, 0.08458551184539444, -0.2827257923992008]"
3942,DB01644,"[-0.16869337292694236, -0.40192097542416283, 0.4217601789114149, -0.31786727113615026, -0.19854055464306214]"
3943,DB02553,"[-0.569022425755963, -1.091098310448645, 2.4749510462078246, 1.349466770343291, -0.34560088077127676]"
3944,DB02458,"[0.14706671969206497, -0.9340944665988739, 2.0594542267216864, 1.1839117277533229, -0.11953932932058066]"
3945,DB04701,"[-0.6038167039249958, -1.2391901547090984, 2.3999640106235756, 0.971691193546307, -0.02554676364607149]"
3946,DB04036,"[-2.4301549810313947, 3.6415809304622804, 0.4236332204551263, 4.156879457494758, -0.29860971215823334]"
3950,DB05212,"[-1.2536414669574818, 0.8122908907736177, -0.2975548434779428, -2.0112008967246733, -0.09468013262806671]"
3951,DB08130,"[0.46741129730942443, -0.5881472575770381, -1.1374130180422406, 0.5869859418759533, 0.013523439058234657]"
3952,DB03115,"[0.1524949967817311, -0.5220999001650537, 0.3211284088355358, 0.6833639251541661, 1.0410598915207558]"
3953,DB08208,"[0.09430326120719912, -0.46183200110255834, -0.15569276815013866, 0.5356227192339968, 1.044554698956865]"
3954,DB07101,"[0.1699942183837138, -0.5047302135046613, 0.3141200828515502, 0.6712057656404171, 1.0233075696212413]"
3955,DB07046,"[0.370912595269488, -0.46248851275143754, 0.15446274440392077, 0.6656327184780529, 1.1170368278228509]"
3956,DB06892,"[-0.273117282326233, -0.18212548253579547, 0.12070515964284297, 0.5203771094809081, 0.7269155681831334]"
3957,DB02152,"[0.655877722884704, 1.2895754142077014, 0.20789102622789699, -1.113248310003014, 0.385927153966869]"
3959,DB08221,"[1.0978016710619263, -0.04198014778127481, -1.1404289623299129, 1.382655817809215, 1.1876860195978964]"
3961,DB04187,"[0.5612930957139343, -0.48853095324045914, 2.181057561176553, 0.9812482213442779, -0.9102812922564097]"
3962,DB02165,"[-1.3507628803179208, -1.6600415946746159, -0.7934034034130862, -0.5414396913113599, -0.4884514794230626]"
3964,DB03944,"[0.7219500903696859, 1.5025625570667773, -0.5515646908258398, -0.5561847957308366, 1.1223166313469146]"
3965,DB01375,"[-1.5045753590356363, -1.183311040538058, 0.878493436641859, -0.15845062721525166, 0.8034578074232231]"
3966,DB02831,"[-1.5904319144991674, -1.3583996439870574, -0.3127444465580262, -0.09545548572752799, -0.24801196648314222]"
3970,DB00067,"[2.0759722436703845, 1.6167003828652096, 2.902465806915066, 0.18979899809685583, -2.102932265544834]"
3971,DB04297,"[-0.18244654217637984, -0.6357321026406351, 0.44046996956688195, -0.018065234170980316, 0.8435635070399071]"
3972,DB05838,"[1.2686093757918289, 1.1014003996262787, 0.916072024458382, -0.5824864990169167, -0.2530965644670503]"
3974,DB08256,"[-0.9575261747624135, -0.16787865681772765, 1.0829155767985896, -0.32444653846156624, -0.48479387965944]"
3975,DB08258,"[-0.9533188317270588, -0.12098742093041724, 1.5037408562399812, -0.19013960345568245, -0.47784837272682523]"
3976,DB02029,"[-0.12682225090260785, 0.24304002631980565, 0.12158825703791988, -0.3441425640064271, -0.02156714421541871]"
3977,DB03677,"[-1.1152484180988569, 0.11584359229809384, 1.2901287562025219, -0.33073282785763575, 0.237217498916248]"
3978,DB08257,"[-0.9726822599341575, -0.13184723254428024, 1.4131455057234832, -0.19556181921127977, -0.46459610329446843]"
3979,DB08259,"[-0.9533188317270588, -0.12098742093041724, 1.5037408562399812, -0.19013960345568245, -0.47784837272682523]"
3980,DB04213,"[0.6596625842490443, 0.16322607044109744, 1.1672429390711, -0.018511058426128036, -1.0309893313076872]"
3981,DB03419,"[-0.45978841463384507, -0.9312177342239873, -1.0298623303199377, -0.424606137710422, -0.45486250044267174]"
3982,DB02303,"[-1.0521729018888526, -0.3645440460066928, -0.72215645873303, -1.2875870779513572, -0.6739579811621657]"
3983,DB03554,"[-0.807816872860315, -0.9372064491637996, -0.9424417486753828, -0.4592020157341044, -0.49900008622092223]"
3984,DB03048,"[-0.4757620872531474, -0.9291666114328473, -0.027117592053869703, -0.10443535333592838, -0.05205835535168223]"
3985,DB04869,"[1.9882210623344627, 1.3723310127772892, 1.2537880729498878, -0.18960328766855616, -1.1822270400605717]"
3988,DB03577,"[0.3539014343090108, -0.9805519185169087, 0.7311763651713108, 0.532332120951269, -0.870502759110255]"
3989,DB03390,"[-1.0042710376583763, -1.2493094734282542, 1.5021143970131572, 0.5260130277758595, 0.4010481599859888]"
3990,DB07247,"[1.5054468713953126, -0.45134450043767516, -0.43010811025018153, 1.0801410922820802, -0.29652220279600694]"
3991,DB04606,"[1.6134319876398968, 0.13528251304133204, 1.596397682733642, 1.4614582222705916, 1.3110937694035252]"
3992,DB08232,"[0.8926725590554766, -0.6223362164050011, -0.5055572506646203, 0.7514070484869934, -0.274559986776809]"
3993,DB04767,"[0.6081483251250459, -0.386632638956912, 1.96041946477856, 0.9407240857586903, 0.7403183115800527]"
3994,DB04593,"[1.9133953764737932, 0.028663850053604785, 2.1493562512532876, 1.0384895036470272, 0.4164863970721418]"
3995,DB04590,"[0.5149483984544496, 0.6410451862762235, 1.09370303225527, 0.39837753426075423, 1.2773143851803361]"
3996,DB07207,"[1.050264791839775, -0.8765686224584897, -0.9463149488730089, 0.708443991311628, -0.8709542718297445]"
3997,DB04758,"[1.9188852947386823, -0.26177190369889114, 1.8307757857408506, 1.0690714089788274, -0.2713719721872597]"
3998,DB07841,"[-2.0121973027197573, -0.4423141449568092, 0.20168272773216303, 0.43424006107028557, 0.4705256158527164]"
3999,DB08180,"[-1.8753438698157359, -0.32055967865911666, 0.1538753304415859, 0.36128369070103256, 0.6306543800069645]"
4000,DB07227,"[1.0403949423010375, 0.5334680612168423, -1.3032987046711564, -0.13366160838634303, -0.8187908828587318]"
4001,DB05398,"[-1.1011245364640287, -1.1537117272738777, 0.23447817838634935, 0.1339437499928715, 0.5295349366853325]"
4002,DB00486,"[-1.0605825956121064, 0.9144545429633366, 0.15429564173773644, -1.3106315246331763, 0.5403894320017276]"
4003,DB03612,"[-2.379763721860724, 3.7196953837172897, 0.7095864062704318, 4.229216705285475, -0.03570831225886046]"
4004,DB03059,"[-2.5059709704078186, 3.7075676466352596, 0.6044191048068986, 4.182254796440319, -0.1760692232311387]"
4005,DB04299,"[-1.2448414798900544, -1.597945976587464, 0.29593805758833924, -0.3694378987434152, -0.2853634720406573]"
4006,DB04117,"[-1.8773693044606319, 3.980065376906332, 0.5459580458917308, 3.9435667542423016, -0.17581667009341903]"
4007,DB02563,"[-2.6547317821991667, 3.647506824644129, 0.7850733921337787, 4.252893833636323, 0.01112068916060415]"
4008,DB02910,"[-2.6376539750375425, 3.6614465504549445, 0.8060109529405861, 4.26147771681168, 0.014287399632186963]"
4009,DB08356,"[0.3597129496540514, -0.2870288466820812, -1.5129290771744812, 0.04138745668295882, 1.4153502650878067]"
4010,DB02813,"[-1.800939344708988, 0.2267177362237323, 0.5400693309367605, -0.15461810519288904, -0.02545015828324172]"
4011,DB03747,"[-2.0583330506504374, 0.09183306684691639, -0.4356109070167782, 0.1677032848516243, -0.3567066999281788]"
4012,DB03861,"[-1.4060949756762924, -0.00121762216854427, 0.5877071053867428, -0.6096544536430925, -0.04284546261045084]"
4013,DB02140,"[1.4025435553367065, -0.7474064952628331, 1.1370219734160938, 1.0956630062129926, -0.3969570892121433]"
4014,DB03120,"[-0.22485645148301225, -0.9940251618066351, -0.5768677032125082, -0.4910086054379559, 0.31100618772459004]"
4015,DB08526,"[0.9217671273557366, -0.32124723428195895, 2.100944835808409, 0.6448924535866408, 0.04556730145181471]"
4016,DB02504,"[0.9911221576118263, -0.11164918806232324, 0.4853552527242398, 1.0774960491681638, 0.5404409894503149]"
4017,DB03784,"[-1.4989514450954267, -1.301287494289429, 1.0710203644939047, 0.023104832198121435, 0.3844455332857436]"
4018,DB03471,"[0.7220833993101107, -1.144890966176402, 1.7994599104394864, 0.5803329014561022, -0.8155829629674928]"
4019,DB03121,"[1.2042386645331453, -0.4128619291059654, 0.34227643934416097, 0.13543613274874816, 0.989902193984014]"
4020,DB04287,"[1.0616231425219136, -0.7797778645441793, 1.8964118360688202, 0.9123446789018131, -0.07543284071366045]"
4021,DB02448,"[-1.3604377353378387, -1.565057139830124, 1.1760637735314567, -0.14716868246940948, 0.225445412096787]"
4022,DB02936,"[1.183544419282314, -0.3613731774946546, 0.7312525943877105, 0.7728060670055331, 0.5074816753170588]"
4023,DB04112,"[-1.4489642281057353, -0.42022987906489984, 1.5165939735486578, 0.7300602601476116, 0.9041703189653622]"
4024,DB02080,"[-0.2242816838876276, -0.5841838511648767, -0.3646790655188891, 0.21276304915940503, 1.3591042541861866]"
4025,DB00995,"[-1.9315696862646017, 0.34302931577309137, 0.7984281944617861, -0.06138907142095182, 0.3292110336588472]"
4026,DB06997,"[1.0051317875295767, -0.12350290572173932, -0.509957442986483, 1.0229026257170992, 1.4344046967958388]"
4027,DB08791,"[1.0507256868625503, -0.38192536336425986, -0.8354570089055394, 0.7552441165738085, -0.33767593746160657]"
4028,DB07369,"[0.8003060398764203, -0.37161813774534574, -1.444525525427392, -0.19776305199104585, 0.3450015931920905]"
4029,DB06995,"[0.883021251439603, -0.10423111195790653, -0.5262923764061362, 1.3841556928287961, 1.4957962565221012]"
4031,DB06896,"[1.0034098439242705, 0.6058408566922453, -1.083570152804404, 0.7065780141889669, 0.9822711193475424]"
4033,DB07969,"[1.078585751953488, 0.5308693561466175, -1.5461037038959171, -0.25777498242473207, -0.17647814207707874]"
4034,DB02902,"[-2.6268322101514117, 2.943732533441421, -0.8693679150389655, 2.9853568569162383, -1.0041467362552807]"
4035,DB03346,"[-0.48202387102112887, -1.2865893741032988, -1.090544456989307, -0.3831615485801266, 0.018340764384130015]"
4036,DB00117,"[-0.5275541099937321, -0.9606283703041201, 0.6092046198799095, 0.9963000654165608, -0.5825576076438166]"
4037,DB03945,"[-1.7402586123292008, -0.912486550209679, 0.06164771254244989, 0.24750244633592308, 0.4721046431039572]"
4038,DB08826,"[-0.4629573632418517, -0.5976568375608692, -0.574503554854371, -0.5110493252291218, -0.06211827091100459]"
4040,DB00284,"[-1.8606958007616978, 1.3434850848572997, 0.5432565109839088, 0.1709642747220194, 0.24609715811895233]"
4041,DB00491,"[-1.4938841295660246, 0.27603260573169824, -0.11743536746110016, -0.49111912248115186, -0.6194279436519321]"
4042,DB02098,"[-2.849742808841723, 2.8409771129003993, -0.9756111554783019, 2.8097426178647376, -1.0146705836022236]"
4043,DB01864,"[-2.465048603861465, 2.7628041949117566, -1.0929460965848807, 2.8959034452462937, -1.0135479295126446]"
4044,DB00429,"[-1.2088829058334936, -0.08341522064397601, 1.3431351559610667, -0.442256410239028, 0.3397477339966032]"
4045,DB01178,"[0.007909755414012365, 0.3464847304512549, -0.90895627565969, -1.1313515951730377, -0.45018527016219584]"
4046,DB07684,"[0.506506239481878, -0.7845750105125382, -0.8691160530444034, -0.2844172056282125, 0.3938435121541396]"
4047,DB02093,"[-1.4251661893233754, -0.85253487051842, 1.044910683109589, 0.8300798537104693, 0.404132295109726]"
4048,DB02548,"[-1.7474460980021151, -0.9588527494607437, 0.20489940764658854, 0.6390911733363612, 0.11840380116500214]"
4049,DB03581,"[-1.8597630359666424, -0.9128142608112543, 0.4002757910881916, 0.43123175212022746, 0.1365543714697296]"
4050,DB03042,"[-1.5906033099093648, -1.0826895785105979, 1.0308587557521658, 0.7596561513059235, 0.044584461514780634]"
4051,DB03937,"[-1.8821983124364885, -0.9333147803696445, 0.42644841122238697, 0.4409167924600158, 0.1492805477738979]"
4052,DB03932,"[0.2743497596201035, 1.758767495883837, 1.045760659676042, -0.2629006118262251, 1.1473162738517506]"
4053,DB04724,"[1.8307705994799814, 1.1988210577578227, 0.6697083197261506, 0.11609543001429048, 0.051788395722881235]"
4054,DB07486,"[0.4164530751796323, 0.3106965486575171, -0.16961254603565012, -0.14000095695050918, -0.2983592348301059]"
4055,DB06972,"[0.645734347923137, 0.35867522087671105, -0.8746647472218121, -1.1188378442259717, -0.37847149126368584]"
4056,DB02177,"[1.106394585975103, 0.5316124316349401, 0.11496161784099661, 0.4239419635363094, 0.3862835809980157]"
4058,DB00722,"[1.302983470244973, 0.5919273241488225, 2.340768356228908, -0.050036223065967424, -1.8637960824136348]"
4059,DB00691,"[1.3167414477379666, 0.812867478051344, 1.942586779809575, 0.1628398463609637, 0.48664719716282745]"
4060,DB09242,"[0.12158914010816957, -0.28754655639987325, -1.282325857543254, -0.32924050722335096, 0.7324202116509722]"
4061,DB00512,"[-0.06973688628786504, 2.4574460654530474, 1.6605771337805042, -0.20578199697059046, 0.19003849593965533]"
4062,DB03727,"[-0.280056031613539, -0.5752437909655201, 0.11158389378576257, 0.3451164126957406, 0.31999426449905116]"
4063,DB04461,"[-0.9415641669553007, -0.7238878437357786, 0.6240630608554334, -0.3967592262588912, -0.0945682477841594]"
4064,DB02716,"[-2.387049840510856, 2.4419637593226073, -0.9328285077760091, 2.2463331575434147, -0.6890062485857988]"
4065,DB08217,"[-0.8345537953414979, -0.46594882120981085, -0.28554397180235896, -0.5951111973115718, 0.15884902633097683]"
4067,DB01960,"[-2.3922564911562754, 2.4801031708714016, -0.6910253410993213, 1.3417073354918667, -0.7789963532845332]"
4068,DB01649,"[-2.6490542085098823, 3.133706799447829, -1.0184088414422579, 3.362111088744286, -1.1462036581896482]"
4069,DB01990,"[-1.015109980843384, 0.7060499955040901, 1.0071265628075605, -1.674856424625559, 0.6671163418854387]"
4070,DB04540,"[-1.3390245562100154, 0.6254610541794969, 0.7145036140950188, -1.80804254274303, 0.12949816207438195]"
4072,DB08085,"[-0.2916765418339312, -0.9971216131688864, 0.6675010971329741, -0.0378488185546572, 0.5352300987869341]"
4073,DB02106,"[1.2358371334359959, -0.7454052770694188, 0.44261047092477857, 0.552228045338423, -0.0529221679121608]"
4074,DB05035,"[0.47514086533078953, -0.6566266949821696, 0.7883591497189617, 0.44659882054297645, 1.523432389690587]"
4075,DB03181,"[0.2945720148167174, 0.1738137797487373, -0.8095557606958209, 0.07301692218526955, 0.6871374493031309]"
4076,DB03788,"[0.8957208356118234, -0.6932818646320111, 0.3372715941655424, 0.5107298780404734, 0.45263960754552557]"
